2019-05-28 10:44:02,737 | DEBUG | background-preinit | org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator | (ResourceBundleMessageInterpolator.java:89)- Loaded expression factory via original TCCL
2019-05-28 10:44:02,743 | DEBUG | main | org.springframework.boot.context.logging.ClasspathLoggingApplicationListener | (ClasspathLoggingApplicationListener.java:53)- Application started with classpath: [file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/charsets.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/deploy.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/access-bridge-64.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/cldrdata.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/dnsns.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/jaccess.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/jfxrt.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/localedata.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/nashorn.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/sunec.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/sunjce_provider.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/sunmscapi.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/sunpkcs11.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/ext/zipfs.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/javaws.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/jce.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/jfr.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/jfxswt.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/jsse.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/management-agent.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/plugin.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/resources.jar, file:/D:/java/jdk%201.8/jdk1.8.0_172/jre/lib/rt.jar, file:/D:/MavenItemsComPany/demo-restful/target/classes/, file:/C:/Users/Administrator/.m2/repository/org/springframework/boot/spring-boot-starter-web/2.1.4.RELEASE/spring-boot-starter-web-2.1.4.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/boot/spring-boot-starter/2.1.4.RELEASE/spring-boot-starter-2.1.4.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/boot/spring-boot/2.1.4.RELEASE/spring-boot-2.1.4.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/2.1.4.RELEASE/spring-boot-autoconfigure-2.1.4.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/boot/spring-boot-starter-logging/2.1.4.RELEASE/spring-boot-starter-logging-2.1.4.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/ch/qos/logback/logback-classic/1.2.3/logback-classic-1.2.3.jar, file:/C:/Users/Administrator/.m2/repository/ch/qos/logback/logback-core/1.2.3/logback-core-1.2.3.jar, file:/C:/Users/Administrator/.m2/repository/org/apache/logging/log4j/log4j-to-slf4j/2.11.2/log4j-to-slf4j-2.11.2.jar, file:/C:/Users/Administrator/.m2/repository/org/apache/logging/log4j/log4j-api/2.11.2/log4j-api-2.11.2.jar, file:/C:/Users/Administrator/.m2/repository/org/slf4j/jul-to-slf4j/1.7.26/jul-to-slf4j-1.7.26.jar, file:/C:/Users/Administrator/.m2/repository/javax/annotation/javax.annotation-api/1.3.2/javax.annotation-api-1.3.2.jar, file:/C:/Users/Administrator/.m2/repository/org/yaml/snakeyaml/1.23/snakeyaml-1.23.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/boot/spring-boot-starter-json/2.1.4.RELEASE/spring-boot-starter-json-2.1.4.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jdk8/2.9.8/jackson-datatype-jdk8-2.9.8.jar, file:/C:/Users/Administrator/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.9.8/jackson-datatype-jsr310-2.9.8.jar, file:/C:/Users/Administrator/.m2/repository/com/fasterxml/jackson/module/jackson-module-parameter-names/2.9.8/jackson-module-parameter-names-2.9.8.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/boot/spring-boot-starter-tomcat/2.1.4.RELEASE/spring-boot-starter-tomcat-2.1.4.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/9.0.17/tomcat-embed-core-9.0.17.jar, file:/C:/Users/Administrator/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/9.0.17/tomcat-embed-el-9.0.17.jar, file:/C:/Users/Administrator/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/9.0.17/tomcat-embed-websocket-9.0.17.jar, file:/C:/Users/Administrator/.m2/repository/org/hibernate/validator/hibernate-validator/6.0.16.Final/hibernate-validator-6.0.16.Final.jar, file:/C:/Users/Administrator/.m2/repository/javax/validation/validation-api/2.0.1.Final/validation-api-2.0.1.Final.jar, file:/C:/Users/Administrator/.m2/repository/org/jboss/logging/jboss-logging/3.3.2.Final/jboss-logging-3.3.2.Final.jar, file:/C:/Users/Administrator/.m2/repository/com/fasterxml/classmate/1.4.0/classmate-1.4.0.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/spring-web/5.1.6.RELEASE/spring-web-5.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/spring-beans/5.1.6.RELEASE/spring-beans-5.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/spring-webmvc/5.1.6.RELEASE/spring-webmvc-5.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/spring-aop/5.1.6.RELEASE/spring-aop-5.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/spring-context/5.1.6.RELEASE/spring-context-5.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/spring-expression/5.1.6.RELEASE/spring-expression-5.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/mybatis/spring/boot/mybatis-spring-boot-starter/2.0.1/mybatis-spring-boot-starter-2.0.1.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/boot/spring-boot-starter-jdbc/2.1.4.RELEASE/spring-boot-starter-jdbc-2.1.4.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/com/zaxxer/HikariCP/3.2.0/HikariCP-3.2.0.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/spring-jdbc/5.1.6.RELEASE/spring-jdbc-5.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/spring-tx/5.1.6.RELEASE/spring-tx-5.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/mybatis/spring/boot/mybatis-spring-boot-autoconfigure/2.0.1/mybatis-spring-boot-autoconfigure-2.0.1.jar, file:/C:/Users/Administrator/.m2/repository/org/mybatis/mybatis/3.5.1/mybatis-3.5.1.jar, file:/C:/Users/Administrator/.m2/repository/org/mybatis/mybatis-spring/2.0.1/mybatis-spring-2.0.1.jar, file:/C:/Users/Administrator/.m2/repository/mysql/mysql-connector-java/8.0.15/mysql-connector-java-8.0.15.jar, file:/C:/Users/Administrator/.m2/repository/org/slf4j/slf4j-api/1.7.26/slf4j-api-1.7.26.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/spring-core/5.1.6.RELEASE/spring-core-5.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/spring-jcl/5.1.6.RELEASE/spring-jcl-5.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/projectlombok/lombok/1.16.10/lombok-1.16.10.jar, file:/C:/Users/Administrator/.m2/repository/opensymphony/oscache/2.4/oscache-2.4.jar, file:/C:/Users/Administrator/.m2/repository/commons-logging/commons-logging/1.1/commons-logging-1.1.jar, file:/C:/Users/Administrator/.m2/repository/log4j/log4j/1.2.12/log4j-1.2.12.jar, file:/C:/Users/Administrator/.m2/repository/logkit/logkit/1.0.1/logkit-1.0.1.jar, file:/C:/Users/Administrator/.m2/repository/avalon-framework/avalon-framework/4.1.3/avalon-framework-4.1.3.jar, file:/C:/Users/Administrator/.m2/repository/javax/servlet/servlet-api/2.3/servlet-api-2.3.jar, file:/C:/Users/Administrator/.m2/repository/redis/clients/jedis/2.9.0/jedis-2.9.0.jar, file:/C:/Users/Administrator/.m2/repository/org/apache/commons/commons-pool2/2.6.1/commons-pool2-2.6.1.jar, file:/C:/Users/Administrator/.m2/repository/org/apache/httpcomponents/httpclient/4.5.2/httpclient-4.5.2.jar, file:/C:/Users/Administrator/.m2/repository/org/apache/httpcomponents/httpcore/4.4.11/httpcore-4.4.11.jar, file:/C:/Users/Administrator/.m2/repository/commons-codec/commons-codec/1.11/commons-codec-1.11.jar, file:/C:/Users/Administrator/.m2/repository/org/apache/httpcomponents/httpmime/4.5.2/httpmime-4.5.2.jar, file:/C:/Users/Administrator/.m2/repository/com/qcloud/cos_api/5.5.2/cos_api-5.5.2.jar, file:/C:/Users/Administrator/.m2/repository/org/slf4j/slf4j-log4j12/1.7.26/slf4j-log4j12-1.7.26.jar, file:/C:/Users/Administrator/.m2/repository/joda-time/joda-time/2.10.1/joda-time-2.10.1.jar, file:/C:/Users/Administrator/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.9.8/jackson-databind-2.9.8.jar, file:/C:/Users/Administrator/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.9.0/jackson-annotations-2.9.0.jar, file:/C:/Users/Administrator/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.9.8/jackson-core-2.9.8.jar, file:/C:/Users/Administrator/.m2/repository/org/bouncycastle/bcprov-jdk15on/1.59/bcprov-jdk15on-1.59.jar, file:/C:/Users/Administrator/.m2/repository/org/springframework/boot/spring-boot-starter-thymeleaf/2.1.4.RELEASE/spring-boot-starter-thymeleaf-2.1.4.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/thymeleaf/thymeleaf-spring5/3.0.11.RELEASE/thymeleaf-spring5-3.0.11.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/thymeleaf/thymeleaf/3.0.11.RELEASE/thymeleaf-3.0.11.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/attoparser/attoparser/2.0.5.RELEASE/attoparser-2.0.5.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/unbescape/unbescape/1.1.6.RELEASE/unbescape-1.1.6.RELEASE.jar, file:/C:/Users/Administrator/.m2/repository/org/thymeleaf/extras/thymeleaf-extras-java8time/3.0.4.RELEASE/thymeleaf-extras-java8time-3.0.4.RELEASE.jar, file:/D:/core/IntelliJ%20IDEA%202018.1.2/lib/idea_rt.jar, file:/C:/Users/Administrator/.IntelliJIdea2018.1/system/captureAgent/debugger-agent.jar]
2019-05-28 10:44:02,746 | DEBUG | background-preinit | org.hibernate.validator.internal.engine.ValidatorFactoryImpl | (ValidatorFactoryImpl.java:578)- HV000234: Using org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator as ValidatorFactory-scoped message interpolator.
2019-05-28 10:44:02,746 | DEBUG | background-preinit | org.hibernate.validator.internal.engine.ValidatorFactoryImpl | (ValidatorFactoryImpl.java:579)- HV000234: Using org.hibernate.validator.internal.engine.resolver.TraverseAllTraversableResolver as ValidatorFactory-scoped traversable resolver.
2019-05-28 10:44:02,746 | DEBUG | background-preinit | org.hibernate.validator.internal.engine.ValidatorFactoryImpl | (ValidatorFactoryImpl.java:580)- HV000234: Using org.hibernate.validator.internal.util.ExecutableParameterNameProvider as ValidatorFactory-scoped parameter name provider.
2019-05-28 10:44:02,747 | DEBUG | background-preinit | org.hibernate.validator.internal.engine.ValidatorFactoryImpl | (ValidatorFactoryImpl.java:581)- HV000234: Using org.hibernate.validator.internal.engine.DefaultClockProvider as ValidatorFactory-scoped clock provider.
2019-05-28 10:44:02,747 | DEBUG | background-preinit | org.hibernate.validator.internal.engine.ValidatorFactoryImpl | (ValidatorFactoryImpl.java:582)- HV000234: Using org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory as ValidatorFactory-scoped script evaluator factory.
2019-05-28 10:44:02,798 | INFO | main | com.car.admin.DemoRestfulApplication | (StartupInfoLogger.java:50)- Starting DemoRestfulApplication on MICRO-905141038 with PID 14300 (D:\MavenItemsComPany\demo-restful\target\classes started by Administrator in D:\MavenItemsComPany\demo-restful)
2019-05-28 10:44:02,799 | DEBUG | main | com.car.admin.DemoRestfulApplication | (StartupInfoLogger.java:53)- Running with Spring Boot v2.1.4.RELEASE, Spring v5.1.6.RELEASE
2019-05-28 10:44:02,799 | INFO | main | com.car.admin.DemoRestfulApplication | (SpringApplication.java:675)- No active profile set, falling back to default profiles: default
2019-05-28 10:44:02,799 | DEBUG | main | org.springframework.boot.SpringApplication | (SpringApplication.java:703)- Loading source class com.car.admin.DemoRestfulApplication
2019-05-28 10:44:02,824 | DEBUG | main | org.springframework.boot.context.config.ConfigFileApplicationListener | (DeferredLog.java:224)- Loaded config file 'file:/D:/MavenItemsComPany/demo-restful/target/classes/application.properties' (classpath:/application.properties)
2019-05-28 10:44:02,825 | DEBUG | main | org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext | (AbstractApplicationContext.java:594)- Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5023bb8b
2019-05-28 10:44:02,857 | DEBUG | main | org.springframework.beans.factory.support.DefaultListableBeanFactory | (DefaultSingletonBeanRegistry.java:213)- Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
